431	Illinois Institute of Technology
457	James Madison University
481	Kennesaw State University
527	Long Island University
567	Marshall University
775	Portland State University
880	San Francisco State University
1340	University of San Diego
1352	University of North Carolina at Greensboro
3995	University of North Carolina Wilmington
