60	Auburn University
124	Boston University
186	Case Western Reserve University
274	Colorado School of Mines
999	Temple University
1117	University of Kansas
1118	University of Kentucky
1122	University of Maine
1323	University of Louisiana at Lafayette
1398	Virginia Commonwealth University
